index,Time,Name,Unit,Year,Month,Day,Hour,Consumption,Temp_outside,Date,Weekday,Holidays,Property_id
78703,2019-01-01 02:00:00,Lämpö,MWh,2019,1,1,2,0.16,0.7,2019-01-01,Tuesday,1,1
62312,2019-01-01 03:00:00,Lämpö,MWh,2019,1,1,3,0.16,0.8,2019-01-01,Tuesday,1,1
63420,2019-01-01 04:00:00,Lämpö,MWh,2019,1,1,4,0.16,0.8,2019-01-01,Tuesday,1,1
59057,2019-01-01 05:00:00,Lämpö,MWh,2019,1,1,5,0.16,0.9,2019-01-01,Tuesday,1,1
73288,2019-01-01 06:00:00,Lämpö,MWh,2019,1,1,6,0.2,1.1,2019-01-01,Tuesday,1,1
79864,2019-01-01 07:00:00,Lämpö,MWh,2019,1,1,7,0.21,1.4,2019-01-01,Tuesday,1,1
61279,2019-01-01 08:00:00,Lämpö,MWh,2019,1,1,8,0.21,1.7,2019-01-01,Tuesday,1,1
73322,2019-01-01 09:00:00,Lämpö,MWh,2019,1,1,9,0.21,1.9,2019-01-01,Tuesday,1,1
61299,2019-01-01 10:00:00,Lämpö,MWh,2019,1,1,10,0.21,1.7,2019-01-01,Tuesday,1,1
59003,2019-01-01 11:00:00,Lämpö,MWh,2019,1,1,11,0.21,1.7,2019-01-01,Tuesday,1,1
63521,2019-01-01 12:00:00,Lämpö,MWh,2019,1,1,12,0.2,1.7,2019-01-01,Tuesday,1,1
73370,2019-01-01 13:00:00,Lämpö,MWh,2019,1,1,13,0.21,1.7,2019-01-01,Tuesday,1,1
78853,2019-01-01 14:00:00,Lämpö,MWh,2019,1,1,14,0.22,1.3,2019-01-01,Tuesday,1,1
70112,2019-01-01 15:00:00,Lämpö,MWh,2019,1,1,15,0.22,0.6,2019-01-01,Tuesday,1,1
63568,2019-01-01 16:00:00,Lämpö,MWh,2019,1,1,16,0.22,0.2,2019-01-01,Tuesday,1,1
85310,2019-01-01 17:00:00,Lämpö,MWh,2019,1,1,17,0.22,0.3,2019-01-01,Tuesday,1,1
63584,2019-01-01 18:00:00,Lämpö,MWh,2019,1,1,18,0.19,0.4,2019-01-01,Tuesday,1,1
64693,2019-01-01 19:00:00,Lämpö,MWh,2019,1,1,19,0.19,0.6,2019-01-01,Tuesday,1,1
70175,2019-01-01 20:00:00,Lämpö,MWh,2019,1,1,20,0.16,0.4,2019-01-01,Tuesday,1,1
66911,2019-01-01 21:00:00,Lämpö,MWh,2019,1,1,21,0.16,0.4,2019-01-01,Tuesday,1,1
58894,2019-01-01 22:00:00,Lämpö,MWh,2019,1,1,22,0.16,0.2,2019-01-01,Tuesday,1,1
76765,2019-01-01 23:00:00,Lämpö,MWh,2019,1,1,23,0.17,-0.4,2019-01-01,Tuesday,1,1
63660,2019-01-02 00:00:00,Lämpö,MWh,2019,1,2,0,0.17,-0.8,2019-01-02,Wednesday,0,1
66954,2019-01-02 01:00:00,Lämpö,MWh,2019,1,2,1,0.18,-1.3,2019-01-02,Wednesday,0,1
59663,2019-01-02 02:00:00,Lämpö,MWh,2019,1,2,2,0.19,-2.1,2019-01-02,Wednesday,0,1
80092,2019-01-02 03:00:00,Lämpö,MWh,2019,1,2,3,0.19,-2.9,2019-01-02,Wednesday,0,1
75739,2019-01-02 04:00:00,Lämpö,MWh,2019,1,2,4,0.2,-2.7,2019-01-02,Wednesday,0,1
61528,2019-01-02 05:00:00,Lämpö,MWh,2019,1,2,5,0.2,-2.9,2019-01-02,Wednesday,0,1
57165,2019-01-02 06:00:00,Lämpö,MWh,2019,1,2,6,0.32,-3.8,2019-01-02,Wednesday,0,1
60466,2019-01-02 07:00:00,Lämpö,MWh,2019,1,2,7,0.4,-4.2,2019-01-02,Wednesday,0,1
83444,2019-01-02 08:00:00,Lämpö,MWh,2019,1,2,8,0.41,-4.4,2019-01-02,Wednesday,0,1
79079,2019-01-02 09:00:00,Lämpö,MWh,2019,1,2,9,0.41,-4.7,2019-01-02,Wednesday,0,1
81277,2019-01-02 10:00:00,Lämpö,MWh,2019,1,2,10,0.37,-5.1,2019-01-02,Wednesday,0,1
73641,2019-01-02 11:00:00,Lämpö,MWh,2019,1,2,11,0.34,-5.3,2019-01-02,Wednesday,0,1
63805,2019-01-02 12:00:00,Lämpö,MWh,2019,1,2,12,0.37,-5.4,2019-01-02,Wednesday,0,1
61630,2019-01-02 13:00:00,Lämpö,MWh,2019,1,2,13,0.39,-5.8,2019-01-02,Wednesday,0,1
73667,2019-01-02 14:00:00,Lämpö,MWh,2019,1,2,14,0.38,-5.6,2019-01-02,Wednesday,0,1
61658,2019-01-02 15:00:00,Lämpö,MWh,2019,1,2,15,0.35,-5.9,2019-01-02,Wednesday,0,1
78072,2019-01-02 16:00:00,Lämpö,MWh,2019,1,2,16,0.34,-6.0,2019-01-02,Wednesday,0,1
75894,2019-01-02 17:00:00,Lämpö,MWh,2019,1,2,17,0.34,-5.9,2019-01-02,Wednesday,0,1
58530,2019-01-02 18:00:00,Lämpö,MWh,2019,1,2,18,0.3,-5.8,2019-01-02,Wednesday,0,1
63884,2019-01-02 19:00:00,Lämpö,MWh,2019,1,2,19,0.3,-6.1,2019-01-02,Wednesday,0,1
70459,2019-01-02 20:00:00,Lämpö,MWh,2019,1,2,20,0.25,-6.4,2019-01-02,Wednesday,0,1
61715,2019-01-02 21:00:00,Lämpö,MWh,2019,1,2,21,0.24,-6.9,2019-01-02,Wednesday,0,1
73759,2019-01-02 22:00:00,Lämpö,MWh,2019,1,2,22,0.23,-6.8,2019-01-02,Wednesday,0,1
58834,2019-01-02 23:00:00,Lämpö,MWh,2019,1,2,23,0.25,-7.5,2019-01-02,Wednesday,0,1
67232,2019-01-03 00:00:00,Lämpö,MWh,2019,1,3,0,0.25,-7.0,2019-01-03,Thursday,0,1
57757,2019-01-03 01:00:00,Lämpö,MWh,2019,1,3,1,0.26,-7.4,2019-01-03,Thursday,0,1
80378,2019-01-03 02:00:00,Lämpö,MWh,2019,1,3,2,0.26,-7.9,2019-01-03,Thursday,0,1
58148,2019-01-03 03:00:00,Lämpö,MWh,2019,1,3,3,0.27,-8.1,2019-01-03,Thursday,0,1
70558,2019-01-03 04:00:00,Lämpö,MWh,2019,1,3,4,0.26,-8.1,2019-01-03,Thursday,0,1
56916,2019-01-03 05:00:00,Lämpö,MWh,2019,1,3,5,0.27,-8.4,2019-01-03,Thursday,0,1
67304,2019-01-03 06:00:00,Lämpö,MWh,2019,1,3,6,0.42,-8.3,2019-01-03,Thursday,0,1
73869,2019-01-03 07:00:00,Lämpö,MWh,2019,1,3,7,0.47,-8.9,2019-01-03,Thursday,0,1
60762,2019-01-03 08:00:00,Lämpö,MWh,2019,1,3,8,0.52,-10.1,2019-01-03,Thursday,0,1
56958,2019-01-03 09:00:00,Lämpö,MWh,2019,1,3,9,0.52,-10.4,2019-01-03,Thursday,0,1
77189,2019-01-03 10:00:00,Lämpö,MWh,2019,1,3,10,0.46,-11.7,2019-01-03,Thursday,0,1
67355,2019-01-03 11:00:00,Lämpö,MWh,2019,1,3,11,0.42,-10.3,2019-01-03,Thursday,0,1
70653,2019-01-03 12:00:00,Lämpö,MWh,2019,1,3,12,0.43,-9.5,2019-01-03,Thursday,0,1
64106,2019-01-03 13:00:00,Lämpö,MWh,2019,1,3,13,0.44,-10.0,2019-01-03,Thursday,0,1
64114,2019-01-03 14:00:00,Lämpö,MWh,2019,1,3,14,0.45,-10.2,2019-01-03,Thursday,0,1
79083,2019-01-03 15:00:00,Lämpö,MWh,2019,1,3,15,0.45,-11.5,2019-01-03,Thursday,0,1
81997,2019-01-03 16:00:00,Lämpö,MWh,2019,1,3,16,0.43,-14.0,2019-01-03,Thursday,0,1
67432,2019-01-03 17:00:00,Lämpö,MWh,2019,1,3,17,0.42,-15.1,2019-01-03,Thursday,0,1
70721,2019-01-03 18:00:00,Lämpö,MWh,2019,1,3,18,0.38,-16.1,2019-01-03,Thursday,0,1
64180,2019-01-03 19:00:00,Lämpö,MWh,2019,1,3,19,0.36,-15.8,2019-01-03,Thursday,0,1
60533,2019-01-03 20:00:00,Lämpö,MWh,2019,1,3,20,0.29,-14.4,2019-01-03,Thursday,0,1
58725,2019-01-03 21:00:00,Lämpö,MWh,2019,1,3,21,0.26,-11.4,2019-01-03,Thursday,0,1
58739,2019-01-03 22:00:00,Lämpö,MWh,2019,1,3,22,0.26,-10.5,2019-01-03,Thursday,0,1
84519,2019-01-03 23:00:00,Lämpö,MWh,2019,1,3,23,0.26,-9.5,2019-01-03,Thursday,0,1
60944,2019-01-04 00:00:00,Lämpö,MWh,2019,1,4,0,0.25,-9.0,2019-01-04,Friday,0,1
61333,2019-01-04 01:00:00,Lämpö,MWh,2019,1,4,1,0.24,-7.7,2019-01-04,Friday,0,1
57454,2019-01-04 02:00:00,Lämpö,MWh,2019,1,4,2,0.24,-7.8,2019-01-04,Friday,0,1
77394,2019-01-04 03:00:00,Lämpö,MWh,2019,1,4,3,0.23,-7.0,2019-01-04,Friday,0,1
64286,2019-01-04 04:00:00,Lämpö,MWh,2019,1,4,4,0.22,-6.1,2019-01-04,Friday,0,1
62108,2019-01-04 05:00:00,Lämpö,MWh,2019,1,4,5,0.22,-5.1,2019-01-04,Friday,0,1
80709,2019-01-04 06:00:00,Lämpö,MWh,2019,1,4,6,0.32,-4.2,2019-01-04,Friday,0,1
61039,2019-01-04 07:00:00,Lämpö,MWh,2019,1,4,7,0.32,-3.8,2019-01-04,Friday,0,1
74177,2019-01-04 08:00:00,Lämpö,MWh,2019,1,4,8,0.34,-2.9,2019-01-04,Friday,0,1
63247,2019-01-04 09:00:00,Lämpö,MWh,2019,1,4,9,0.35,-2.7,2019-01-04,Friday,0,1
63267,2019-01-04 10:00:00,Lämpö,MWh,2019,1,4,10,0.3,-2.6,2019-01-04,Friday,0,1
67649,2019-01-04 11:00:00,Lämpö,MWh,2019,1,4,11,0.28,-2.2,2019-01-04,Friday,0,1
62561,2019-01-04 12:00:00,Lämpö,MWh,2019,1,4,12,0.28,-1.2,2019-01-04,Friday,0,1
80804,2019-01-04 13:00:00,Lämpö,MWh,2019,1,4,13,0.28,-0.9,2019-01-04,Friday,0,1
61118,2019-01-04 14:00:00,Lämpö,MWh,2019,1,4,14,0.27,-0.6,2019-01-04,Friday,0,1
70973,2019-01-04 15:00:00,Lämpö,MWh,2019,1,4,15,0.25,-0.5,2019-01-04,Friday,0,1
72085,2019-01-04 16:00:00,Lämpö,MWh,2019,1,4,16,0.24,-0.5,2019-01-04,Friday,0,1
65537,2019-01-04 17:00:00,Lämpö,MWh,2019,1,4,17,0.25,-0.5,2019-01-04,Friday,0,1
71014,2019-01-04 18:00:00,Lämpö,MWh,2019,1,4,18,0.22,-0.4,2019-01-04,Friday,0,1
71031,2019-01-04 19:00:00,Lämpö,MWh,2019,1,4,19,0.22,-0.7,2019-01-04,Friday,0,1
71042,2019-01-04 20:00:00,Lämpö,MWh,2019,1,4,20,0.19,-1.4,2019-01-04,Friday,0,1
84171,2019-01-04 21:00:00,Lämpö,MWh,2019,1,4,21,0.18,-2.2,2019-01-04,Friday,0,1
67779,2019-01-04 22:00:00,Lämpö,MWh,2019,1,4,22,0.18,-2.5,2019-01-04,Friday,0,1
62326,2019-01-04 23:00:00,Lämpö,MWh,2019,1,4,23,0.2,-3.1,2019-01-04,Friday,0,1
64528,2019-01-05 00:00:00,Lämpö,MWh,2019,1,5,0,0.19,-3.4,2019-01-05,Saturday,0,1
59070,2019-01-05 01:00:00,Lämpö,MWh,2019,1,5,1,0.21,-4.0,2019-01-05,Saturday,0,1
60178,2019-01-05 02:00:00,Lämpö,MWh,2019,1,5,2,0.2,-4.4,2019-01-05,Saturday,0,1
64566,2019-01-05 03:00:00,Lämpö,MWh,2019,1,5,3,0.21,-4.9,2019-01-05,Saturday,0,1
64570,2019-01-05 04:00:00,Lämpö,MWh,2019,1,5,4,0.22,-5.4,2019-01-05,Saturday,0,1
56922,2019-01-05 05:00:00,Lämpö,MWh,2019,1,5,5,0.23,-6.1,2019-01-05,Saturday,0,1
58036,2019-01-05 06:00:00,Lämpö,MWh,2019,1,5,6,0.22,-6.3,2019-01-05,Saturday,0,1
61696,2019-01-05 07:00:00,Lämpö,MWh,2019,1,5,7,0.27,-6.6,2019-01-05,Saturday,0,1
83209,2019-01-05 08:00:00,Lämpö,MWh,2019,1,5,8,0.31,-7.0,2019-01-05,Saturday,0,1
67918,2019-01-05 09:00:00,Lämpö,MWh,2019,1,5,9,0.3,-7.2,2019-01-05,Saturday,0,1
67923,2019-01-05 10:00:00,Lämpö,MWh,2019,1,5,10,0.3,-7.2,2019-01-05,Saturday,0,1
63565,2019-01-05 11:00:00,Lämpö,MWh,2019,1,5,11,0.32,-7.4,2019-01-05,Saturday,0,1
67946,2019-01-05 12:00:00,Lämpö,MWh,2019,1,5,12,0.31,-7.2,2019-01-05,Saturday,0,1
64681,2019-01-05 13:00:00,Lämpö,MWh,2019,1,5,13,0.3,-6.9,2019-01-05,Saturday,0,1
62500,2019-01-05 14:00:00,Lämpö,MWh,2019,1,5,14,0.31,-6.3,2019-01-05,Saturday,0,1
74543,2019-01-05 15:00:00,Lämpö,MWh,2019,1,5,15,0.3,-6.1,2019-01-05,Saturday,0,1
81124,2019-01-05 16:00:00,Lämpö,MWh,2019,1,5,16,0.27,-6.1,2019-01-05,Saturday,0,1
58171,2019-01-05 17:00:00,Lämpö,MWh,2019,1,5,17,0.25,-6.2,2019-01-05,Saturday,0,1
64744,2019-01-05 18:00:00,Lämpö,MWh,2019,1,5,18,0.21,-6.1,2019-01-05,Saturday,0,1
68032,2019-01-05 19:00:00,Lämpö,MWh,2019,1,5,19,0.22,-5.8,2019-01-05,Saturday,0,1
71323,2019-01-05 20:00:00,Lämpö,MWh,2019,1,5,20,0.22,-5.8,2019-01-05,Saturday,0,1
62591,2019-01-05 21:00:00,Lämpö,MWh,2019,1,5,21,0.22,-5.7,2019-01-05,Saturday,0,1
80095,2019-01-05 22:00:00,Lämpö,MWh,2019,1,5,22,0.22,-5.8,2019-01-05,Saturday,0,1
71362,2019-01-05 23:00:00,Lämpö,MWh,2019,1,5,23,0.21,-5.6,2019-01-05,Saturday,0,1
77935,2019-01-06 00:00:00,Lämpö,MWh,2019,1,6,0,0.22,-5.4,2019-01-06,Sunday,1,1
61538,2019-01-06 01:00:00,Lämpö,MWh,2019,1,6,1,0.22,-5.3,2019-01-06,Sunday,1,1
77962,2019-01-06 02:00:00,Lämpö,MWh,2019,1,6,2,0.21,-5.1,2019-01-06,Sunday,1,1
64843,2019-01-06 03:00:00,Lämpö,MWh,2019,1,6,3,0.21,-5.0,2019-01-06,Sunday,1,1
71416,2019-01-06 04:00:00,Lämpö,MWh,2019,1,6,4,0.22,-4.9,2019-01-06,Sunday,1,1
71430,2019-01-06 05:00:00,Lämpö,MWh,2019,1,6,5,0.21,-4.7,2019-01-06,Sunday,1,1
64887,2019-01-06 06:00:00,Lämpö,MWh,2019,1,6,6,0.2,-4.4,2019-01-06,Sunday,1,1
71460,2019-01-06 07:00:00,Lämpö,MWh,2019,1,6,7,0.21,-4.1,2019-01-06,Sunday,1,1
71467,2019-01-06 08:00:00,Lämpö,MWh,2019,1,6,8,0.2,-4.1,2019-01-06,Sunday,1,1
81332,2019-01-06 09:00:00,Lämpö,MWh,2019,1,6,9,0.21,-3.4,2019-01-06,Sunday,1,1
61655,2019-01-06 10:00:00,Lämpö,MWh,2019,1,6,10,0.2,-3.1,2019-01-06,Sunday,1,1
57773,2019-01-06 11:00:00,Lämpö,MWh,2019,1,6,11,0.19,-3.0,2019-01-06,Sunday,1,1
71517,2019-01-06 12:00:00,Lämpö,MWh,2019,1,6,12,0.2,-2.9,2019-01-06,Sunday,1,1
58412,2019-01-06 13:00:00,Lämpö,MWh,2019,1,6,13,0.19,-2.8,2019-01-06,Sunday,1,1
64985,2019-01-06 14:00:00,Lämpö,MWh,2019,1,6,14,0.2,-2.7,2019-01-06,Sunday,1,1
66088,2019-01-06 15:00:00,Lämpö,MWh,2019,1,6,15,0.19,-2.5,2019-01-06,Sunday,1,1
71563,2019-01-06 16:00:00,Lämpö,MWh,2019,1,6,16,0.18,-2.1,2019-01-06,Sunday,1,1
65020,2019-01-06 17:00:00,Lämpö,MWh,2019,1,6,17,0.19,-1.8,2019-01-06,Sunday,1,1
58467,2019-01-06 18:00:00,Lämpö,MWh,2019,1,6,18,0.18,-1.5,2019-01-06,Sunday,1,1
80354,2019-01-06 19:00:00,Lämpö,MWh,2019,1,6,19,0.18,-1.3,2019-01-06,Sunday,1,1
65044,2019-01-06 20:00:00,Lämpö,MWh,2019,1,6,20,0.18,-1.3,2019-01-06,Sunday,1,1
80374,2019-01-06 21:00:00,Lämpö,MWh,2019,1,6,21,0.18,-1.1,2019-01-06,Sunday,1,1
58500,2019-01-06 22:00:00,Lämpö,MWh,2019,1,6,22,0.17,-0.9,2019-01-06,Sunday,1,1
66186,2019-01-06 23:00:00,Lämpö,MWh,2019,1,6,23,0.18,-0.5,2019-01-06,Sunday,1,1
61824,2019-01-07 00:00:00,Lämpö,MWh,2019,1,7,0,0.16,-0.1,2019-01-07,Monday,0,1
56993,2019-01-07 01:00:00,Lämpö,MWh,2019,1,7,1,0.17,0.2,2019-01-07,Monday,0,1
68402,2019-01-07 02:00:00,Lämpö,MWh,2019,1,7,2,0.16,0.5,2019-01-07,Monday,0,1
71692,2019-01-07 03:00:00,Lämpö,MWh,2019,1,7,3,0.17,0.6,2019-01-07,Monday,0,1
58215,2019-01-07 04:00:00,Lämpö,MWh,2019,1,7,4,0.16,0.7,2019-01-07,Monday,0,1
59693,2019-01-07 05:00:00,Lämpö,MWh,2019,1,7,5,0.17,0.8,2019-01-07,Monday,0,1
65165,2019-01-07 06:00:00,Lämpö,MWh,2019,1,7,6,0.25,1.0,2019-01-07,Monday,0,1
78299,2019-01-07 07:00:00,Lämpö,MWh,2019,1,7,7,0.26,1.4,2019-01-07,Monday,0,1
84765,2019-01-07 08:00:00,Lämpö,MWh,2019,1,7,8,0.27,1.4,2019-01-07,Monday,0,1
65212,2019-01-07 09:00:00,Lämpö,MWh,2019,1,7,9,0.29,1.3,2019-01-07,Monday,0,1
71782,2019-01-07 10:00:00,Lämpö,MWh,2019,1,7,10,0.26,0.8,2019-01-07,Monday,0,1
61952,2019-01-07 11:00:00,Lämpö,MWh,2019,1,7,11,0.27,0.5,2019-01-07,Monday,0,1
68526,2019-01-07 12:00:00,Lämpö,MWh,2019,1,7,12,0.26,0.2,2019-01-07,Monday,0,1
64164,2019-01-07 13:00:00,Lämpö,MWh,2019,1,7,13,0.26,0.4,2019-01-07,Monday,0,1
78399,2019-01-07 14:00:00,Lämpö,MWh,2019,1,7,14,0.27,0.0,2019-01-07,Monday,0,1
61999,2019-01-07 15:00:00,Lämpö,MWh,2019,1,7,15,0.28,-0.2,2019-01-07,Monday,0,1
71857,2019-01-07 16:00:00,Lämpö,MWh,2019,1,7,16,0.24,-1.0,2019-01-07,Monday,0,1
71865,2019-01-07 17:00:00,Lämpö,MWh,2019,1,7,17,0.25,-0.2,2019-01-07,Monday,0,1
65312,2019-01-07 18:00:00,Lämpö,MWh,2019,1,7,18,0.23,-0.2,2019-01-07,Monday,0,1
83552,2019-01-07 19:00:00,Lämpö,MWh,2019,1,7,19,0.21,-0.2,2019-01-07,Monday,0,1
71905,2019-01-07 20:00:00,Lämpö,MWh,2019,1,7,20,0.17,-0.4,2019-01-07,Monday,0,1
62076,2019-01-07 21:00:00,Lämpö,MWh,2019,1,7,21,0.16,-0.7,2019-01-07,Monday,0,1
71924,2019-01-07 22:00:00,Lämpö,MWh,2019,1,7,22,0.17,-0.8,2019-01-07,Monday,0,1
84698,2019-01-07 23:00:00,Lämpö,MWh,2019,1,7,23,0.17,-0.8,2019-01-07,Monday,0,1
71952,2019-01-08 00:00:00,Lämpö,MWh,2019,1,8,0,0.16,-0.9,2019-01-08,Tuesday,0,1
57981,2019-01-08 01:00:00,Lämpö,MWh,2019,1,8,1,0.17,-1.0,2019-01-08,Tuesday,0,1
58854,2019-01-08 02:00:00,Lämpö,MWh,2019,1,8,2,0.17,-0.9,2019-01-08,Tuesday,0,1
71989,2019-01-08 03:00:00,Lämpö,MWh,2019,1,8,3,0.17,-1.0,2019-01-08,Tuesday,0,1
60686,2019-01-08 04:00:00,Lämpö,MWh,2019,1,8,4,0.16,-1.2,2019-01-08,Tuesday,0,1
59983,2019-01-08 05:00:00,Lämpö,MWh,2019,1,8,5,0.18,-1.1,2019-01-08,Tuesday,0,1
72026,2019-01-08 06:00:00,Lämpö,MWh,2019,1,8,6,0.25,-1.1,2019-01-08,Tuesday,0,1
72030,2019-01-08 07:00:00,Lämpö,MWh,2019,1,8,7,0.3,-1.1,2019-01-08,Tuesday,0,1
84446,2019-01-08 08:00:00,Lämpö,MWh,2019,1,8,8,0.31,-1.2,2019-01-08,Tuesday,0,1
65492,2019-01-08 09:00:00,Lämpö,MWh,2019,1,8,9,0.33,-1.2,2019-01-08,Tuesday,0,1
60034,2019-01-08 10:00:00,Lämpö,MWh,2019,1,8,10,0.29,-1.2,2019-01-08,Tuesday,0,1
72083,2019-01-08 11:00:00,Lämpö,MWh,2019,1,8,11,0.28,-1.1,2019-01-08,Tuesday,0,1
60062,2019-01-08 12:00:00,Lämpö,MWh,2019,1,8,12,0.28,-0.9,2019-01-08,Tuesday,0,1
68817,2019-01-08 13:00:00,Lämpö,MWh,2019,1,8,13,0.29,-1.0,2019-01-08,Tuesday,0,1
57407,2019-01-08 14:00:00,Lämpö,MWh,2019,1,8,14,0.29,-1.2,2019-01-08,Tuesday,0,1
78695,2019-01-08 15:00:00,Lämpö,MWh,2019,1,8,15,0.29,-1.3,2019-01-08,Tuesday,0,1
75425,2019-01-08 16:00:00,Lämpö,MWh,2019,1,8,16,0.27,-1.3,2019-01-08,Tuesday,0,1
57931,2019-01-08 17:00:00,Lämpö,MWh,2019,1,8,17,0.25,-1.4,2019-01-08,Tuesday,0,1
65602,2019-01-08 18:00:00,Lämpö,MWh,2019,1,8,18,0.25,-1.4,2019-01-08,Tuesday,0,1
64523,2019-01-08 19:00:00,Lämpö,MWh,2019,1,8,19,0.21,-1.5,2019-01-08,Tuesday,0,1
62348,2019-01-08 20:00:00,Lämpö,MWh,2019,1,8,20,0.17,-1.5,2019-01-08,Tuesday,0,1
78765,2019-01-08 21:00:00,Lämpö,MWh,2019,1,8,21,0.17,-1.6,2019-01-08,Tuesday,0,1
57342,2019-01-08 22:00:00,Lämpö,MWh,2019,1,8,22,0.16,-1.5,2019-01-08,Tuesday,0,1
78788,2019-01-08 23:00:00,Lämpö,MWh,2019,1,8,23,0.17,-1.5,2019-01-08,Tuesday,0,1
75517,2019-01-09 00:00:00,Lämpö,MWh,2019,1,9,0,0.16,-1.6,2019-01-09,Wednesday,0,1
68972,2019-01-09 01:00:00,Lämpö,MWh,2019,1,9,1,0.17,-1.8,2019-01-09,Wednesday,0,1
78822,2019-01-09 02:00:00,Lämpö,MWh,2019,1,9,2,0.18,-2.0,2019-01-09,Wednesday,0,1
68998,2019-01-09 03:00:00,Lämpö,MWh,2019,1,9,3,0.18,-2.4,2019-01-09,Wednesday,0,1
63543,2019-01-09 04:00:00,Lämpö,MWh,2019,1,9,4,0.18,-2.7,2019-01-09,Wednesday,0,1
58802,2019-01-09 05:00:00,Lämpö,MWh,2019,1,9,5,0.18,-3.1,2019-01-09,Wednesday,0,1
82148,2019-01-09 06:00:00,Lämpö,MWh,2019,1,9,6,0.29,-3.4,2019-01-09,Wednesday,0,1
72327,2019-01-09 07:00:00,Lämpö,MWh,2019,1,9,7,0.34,-3.7,2019-01-09,Wednesday,0,1
61396,2019-01-09 08:00:00,Lämpö,MWh,2019,1,9,8,0.36,-3.9,2019-01-09,Wednesday,0,1
75627,2019-01-09 09:00:00,Lämpö,MWh,2019,1,9,9,0.36,-4.0,2019-01-09,Wednesday,0,1
77825,2019-01-09 10:00:00,Lämpö,MWh,2019,1,9,10,0.35,-4.5,2019-01-09,Wednesday,0,1
75656,2019-01-09 11:00:00,Lämpö,MWh,2019,1,9,11,0.33,-4.7,2019-01-09,Wednesday,0,1
59264,2019-01-09 12:00:00,Lämpö,MWh,2019,1,9,12,0.33,-4.3,2019-01-09,Wednesday,0,1
64737,2019-01-09 13:00:00,Lämpö,MWh,2019,1,9,13,0.32,-3.8,2019-01-09,Wednesday,0,1
62564,2019-01-09 14:00:00,Lämpö,MWh,2019,1,9,14,0.34,-3.3,2019-01-09,Wednesday,0,1
82264,2019-01-09 15:00:00,Lämpö,MWh,2019,1,9,15,0.31,-3.1,2019-01-09,Wednesday,0,1
58210,2019-01-09 16:00:00,Lämpö,MWh,2019,1,9,16,0.31,-3.4,2019-01-09,Wednesday,0,1
72442,2019-01-09 17:00:00,Lämpö,MWh,2019,1,9,17,0.29,-3.3,2019-01-09,Wednesday,0,1
84851,2019-01-09 18:00:00,Lämpö,MWh,2019,1,9,18,0.27,-3.3,2019-01-09,Wednesday,0,1
80126,2019-01-09 19:00:00,Lämpö,MWh,2019,1,9,19,0.23,-3.4,2019-01-09,Wednesday,0,1
81232,2019-01-09 20:00:00,Lämpö,MWh,2019,1,9,20,0.2,-4.6,2019-01-09,Wednesday,0,1
72484,2019-01-09 21:00:00,Lämpö,MWh,2019,1,9,21,0.19,-4.8,2019-01-09,Wednesday,0,1
59372,2019-01-09 22:00:00,Lämpö,MWh,2019,1,9,22,0.2,-5.3,2019-01-09,Wednesday,0,1
84177,2019-01-09 23:00:00,Lämpö,MWh,2019,1,9,23,0.19,-5.4,2019-01-09,Wednesday,0,1
80914,2019-01-10 00:00:00,Lämpö,MWh,2019,1,10,0,0.2,-5.6,2019-01-10,Thursday,0,1
61600,2019-01-10 01:00:00,Lämpö,MWh,2019,1,10,1,0.21,-5.9,2019-01-10,Thursday,0,1
63797,2019-01-10 02:00:00,Lämpö,MWh,2019,1,10,2,0.21,-6.2,2019-01-10,Thursday,0,1
62721,2019-01-10 03:00:00,Lämpö,MWh,2019,1,10,3,0.22,-6.6,2019-01-10,Thursday,0,1
61640,2019-01-10 04:00:00,Lämpö,MWh,2019,1,10,4,0.21,-6.9,2019-01-10,Thursday,0,1
63834,2019-01-10 05:00:00,Lämpö,MWh,2019,1,10,5,0.23,-7.1,2019-01-10,Thursday,0,1
62760,2019-01-10 06:00:00,Lämpö,MWh,2019,1,10,6,0.36,-7.6,2019-01-10,Thursday,0,1
62773,2019-01-10 07:00:00,Lämpö,MWh,2019,1,10,7,0.41,-7.7,2019-01-10,Thursday,0,1
82459,2019-01-10 08:00:00,Lämpö,MWh,2019,1,10,8,0.44,-8.0,2019-01-10,Thursday,0,1
82477,2019-01-10 09:00:00,Lämpö,MWh,2019,1,10,9,0.46,-8.4,2019-01-10,Thursday,0,1
60243,2019-01-10 10:00:00,Lämpö,MWh,2019,1,10,10,0.41,-8.4,2019-01-10,Thursday,0,1
62815,2019-01-10 11:00:00,Lämpö,MWh,2019,1,10,11,0.38,-8.3,2019-01-10,Thursday,0,1
81419,2019-01-10 12:00:00,Lämpö,MWh,2019,1,10,12,0.44,-8.1,2019-01-10,Thursday,0,1
72680,2019-01-10 13:00:00,Lämpö,MWh,2019,1,10,13,0.43,-8.0,2019-01-10,Thursday,0,1
69416,2019-01-10 14:00:00,Lämpö,MWh,2019,1,10,14,0.41,-8.0,2019-01-10,Thursday,0,1
62866,2019-01-10 15:00:00,Lämpö,MWh,2019,1,10,15,0.39,-8.1,2019-01-10,Thursday,0,1
66151,2019-01-10 16:00:00,Lämpö,MWh,2019,1,10,16,0.36,-8.0,2019-01-10,Thursday,0,1
79289,2019-01-10 17:00:00,Lämpö,MWh,2019,1,10,17,0.36,-7.8,2019-01-10,Thursday,0,1
